ID,YEAR,MONTH,SUPPLIER,ITEM_CODE,ITEM_DESCRIPTION,ITEM_TYPE,RETAIL_SALES,RETAIL_TRANSFERS,WAREHOUSE_SALES
16189,2020,7,THE WINE GROUP,33243,MD 20/20 BLUE RASPBERRY - 750ML,WINE,0.0,0.0,76.0
16190,2020,7,DIONYSOS IMPORTS INC,332439,AVES DEL SUR CHARD - 750ML,WINE,0.0,0.0,5.0
16191,2020,7,GRAPES OF SPAIN INC,332476,VINA OTONO GRAN RES - 750ML,WINE,0.0,0.0,1.0
16192,2020,7,OPICI FAMILY DISTRIBUTING OF MD,332480,GIESEN S/BLC - 375ML,WINE,0.0,0.0,3.0
16193,2020,7,AREL GROUP WINE & SPIRITS,332484,CANDONI PROSECCO - 187ML,WINE,0.72,2.0,5.0
16194,2020,7,GRAPES OF SPAIN INC,332523,SENSIBLE TEMP - 750ML,WINE,0.25,0.0,0.0
16195,2020,7,MONSIEUR TOUTON SELECTION,332537,GABRIELE MALVASIA KOSHER - 750ML,WINE,0.0,0.0,1.0
16196,2020,7,SOUTHERN GLAZERS WINE AND SPIRITS,332540,MICHEL TORINO COL MALB - 750ML,WINE,0.0,0.0,2.0
16197,2020,7,ELITE WINES IMPORTS,332559,JEAN MARC BROCARD CHAB GR CRU BOUGRO - 750ML,WINE,0.0,0.0,1.0
16198,2020,7,SOUTHERN GLAZERS WINE AND SPIRITS,332562,MICHEL TORINO D/D MALB RES - 750ML,WINE,0.0,0.0,3.0
16199,2020,7,SUTTER HOME WINERY INC,332567,SYCAMORE LANE PINOT NOIR - 750ML,WINE,0.0,0.0,3.0
16200,2020,7,LANTERNA DISTRIBUTORS INC,332582,BARKERS MARQUE RANGA RANGA S/BLC - 750ML,WINE,0.0,0.0,4.0
16201,2020,7,CONSTANTINE WINES INC,332623,LEITZ DRAGONSTONE RIES - 750ML,WINE,0.0,0.0,1.0
16202,2020,7,MICHAEL R DOWNEY SELECTIONS INC,332627,CHEF GEOFF'S CAVA - 750ML,WINE,0.0,0.0,4.0
16203,2020,7,PWSWN INC,332646,IDEL CELLARS S/BLC - 750ML,WINE,0.0,0.0,1.0
16204,2020,7,RELIABLE CHURCHILL LLLP,332651,PATRON 7 ANOS 3/CS - 750ML,LIQUOR,0.33,0.0,0.0
16205,2020,7,MONSIEUR TOUTON SELECTION,332668,DUQUESA DE VALLADOLID VERDEJO (LAN) - 750ML,WINE,0.0,0.0,2.0
16206,2020,7,INTERBALT PRODUCTS CORP,332755,BABUNI CHERRY 6/CS - 750ML,WINE,0.0,0.0,1.0
16207,2020,7,LANTERNA DISTRIBUTORS INC,332760,BARKERS MARQUE 3 BROOMS S/BLC - 750ML,WINE,0.0,0.0,4.0
16208,2020,7,YOUNG WON TRADING INC,332771,HAKUSHIKA YAMADA NISHIKI JUN - 300ML,WINE,0.82,1.0,2.0
16209,2020,7,YOUNG WON TRADING INC,332780,HAKUSHIKA JUNMAI DAIGIMJO - 720ML,WINE,0.0,0.0,1.0
16210,2020,7,YOUNG WON TRADING INC,332798,HAKUSHIKA JUNMAI DAIGINJO - 300ML,WINE,0.17,1.0,0.0
16211,2020,7,BACCHUS IMPORTERS LTD,332807,GLENDALOUGH DOUBLE BARREL IRISH WHISKEY - 750ML,LIQUOR,1.53,1.0,0.0
16212,2020,7,INTERBALT PRODUCTS CORP,332831,BABUNI QUINCE - 750ML,WINE,0.0,0.0,2.0
16213,2020,7,DIONYSOS IMPORTS INC,332859,LES HAUTS LAGARDE WHITE BORDEAUX - 750ML,WINE,0.0,0.0,2.0
16214,2020,7,INTERBALT PRODUCTS CORP,332873,ARMENIA POMEGRANATE SEMI SWEET - 750ML,WINE,0.0,0.0,3.0
16215,2020,7,ARTISANS & VINES LLC,332883,KOSTER WOLF RIES TROCKEN - 1LTR,WINE,0.0,0.0,2.0
16216,2020,7,PRESTIGE BEVERAGE GROUP OF MD LLC,332888,COMPASS BOX GREAT KING ST GLASGOW BL - 750ML,LIQUOR,0.34,0.0,0.0
16217,2020,7,ELITE WINES IMPORTS,332894,CLOS FIGUERAS SERRAS DEL PRIORAT RED - 750ML,WINE,0.0,0.0,1.0
16218,2020,7,BARON FRANCOIS LTD,332904,CH HAUT SELVE RES GRAVES - 750ML,WINE,0.17,1.0,0.0
16219,2020,7,FREIXENET MIONETTO USA INC,332912,MIA MOSCATO FRUITY & SW - 187ML,WINE,0.0,0.0,1.0
16220,2020,7,SOUTHERN GLAZERS WINE AND SPIRITS,332959,BERONIA RIOJA RESA - 750ML,WINE,0.0,0.0,2.0
16221,2020,7,THE TRITON COLLECTION INC,332960,STELLAR ORGANICS SPARK - 750ML,WINE,0.0,0.0,1.0
16222,2020,7,DMV DISTRIBUTING LLC,332961,CALLEJON DEL CRIMEN GRAN RESA CAB - 750ML,WINE,0.58,1.0,0.0
16223,2020,7,"THE COUNTRY VINTNER, LLC DBA WINEBOW",332984,DONNHOFF ESTATE RIES - 750ML,WINE,0.0,0.0,1.0
16224,2020,7,ROYAL WINE CORP,332997,HERZOG CAB VARIATIONS 4 - 750ML,WINE,0.0,0.0,1.0
16225,2020,7,OPICI FAMILY DISTRIBUTING OF MD,333060,DOMAINE FOUASSIER SANCERRE - 750ML,WINE,0.0,0.0,5.0
16226,2020,7,RELIABLE CHURCHILL LLLP,333111,AQUARIVA REPOSADO - 750ML,LIQUOR,0.17,0.0,0.0
16227,2020,7,HEAVEN HILL DISTILLERIES INC,333213,EVAN WILLIAMS 100 PROOF - 1L,LIQUOR,2.64,1.0,0.0
16228,2020,7,MONSIEUR TOUTON SELECTION,333218,PINEAU DES CHARENTES-RASTIGNAC - 750ML,WINE,0.0,0.0,1.0
16229,2020,7,REPUBLIC NATIONAL DISTRIBUTING CO,333243,KLINKER BRICK ROSE - 750ML,WINE,0.0,0.0,1.0
16230,2020,7,REPUBLIC NATIONAL DISTRIBUTING CO,333250,14 HANDS KENTUCKY DERBY RED - 750ML,WINE,0.08,0.0,0.0
16231,2020,7,ELITE WINES IMPORTS,333254,L'ENCLOS ST JACQUES BORD SUP - 750ML,WINE,0.0,0.0,3.0
16232,2020,7,KYSELA PERE ET FILS LTD,333261,CRUCERO CHARD 14 - 750ML,WINE,0.0,0.0,1.0
16233,2020,7,REPUBLIC NATIONAL DISTRIBUTING CO,333269,WILLAKENZIE GISELE P/NOIR - 750ML,WINE,0.0,0.0,1.0
16234,2020,7,PUNTO VINO LLC,333304,INTORCIA ZIBIBBO - 500ML,WINE,0.0,0.0,1.0
16235,2020,7,PRESTIGE BEVERAGE GROUP OF MD LLC,333317,ANGELINI P/NOIR - 750ML,WINE,0.0,0.0,1.0
16236,2020,7,RELIABLE CHURCHILL LLLP,33332,BELVEDERE VODKA - 750ML,LIQUOR,22.38,26.0,0.0
16237,2020,7,GEORGIAN HOUSE OF GREATER WASHINGTON,333352,TELIANI VALLEY WHT S/S TVISHI - 750ML,WINE,0.0,0.0,1.0
16238,2020,7,"THE COUNTRY VINTNER, LLC DBA WINEBOW",333367,VINUM CELLARS CHEN BL  - 750ML,WINE,0.0,0.0,1.0
16239,2020,7,"THE COUNTRY VINTNER, LLC DBA WINEBOW",333375,BOL-LEHNERT RIES PIES/GOLD SPAT - 750ML,WINE,0.0,0.0,1.0
16240,2020,7,BACCHUS IMPORTERS LTD,333381,BURIED CANE CAB - 750ML,WINE,0.0,0.0,1.0
16241,2020,7,GLOBAL OCEAN AND AIR CARGO SERVICES,333419,RIFT VALLEY DRY RED MERLOT - 750ML,WINE,0.17,0.0,1.0
16242,2020,7,GLOBAL OCEAN AND AIR CARGO SERVICES,333421,ACACIA SWEET RED - 750ML,WINE,4.86,2.0,10.0
16243,2020,7,GLOBAL OCEAN AND AIR CARGO SERVICES,333423,ACACIA SWEET WHITE - 750ML,WINE,0.5,1.0,4.0
16244,2020,7,GLOBAL OCEAN AND AIR CARGO SERVICES,333426,ACACIA DRY RED - 750ML,WINE,0.67,0.0,2.0
16245,2020,7,SAWM IMPORTS LLC,333430,GENIO ESPANOL ROBLE - 750ML,WINE,0.08,0.0,0.0
16246,2020,7,SAWM IMPORTS LLC,333432,VINA CARTIN ALBARINO - 750ML,WINE,0.24,0.0,1.0
16247,2020,7,PWSWN INC,333435,LA GRENA JOVEN - 750ML,WINE,0.16,0.0,0.0
16248,2020,7,PATERNO IMPORTS LTD,333446,FEDERALIST LODI CAB - 750ML,WINE,13.73,15.0,7.0
16249,2020,7,JACKSON FAMILY ENTERPRISES INC,333449,K JACKSON VINT RES P/GRIS - 750ML,WINE,13.82,17.0,14.0
16250,2020,7,RELIABLE CHURCHILL LLLP,333464,HESS SHIRTAIL CREEK CHARD - 750ML,WINE,0.0,0.0,1.0
16251,2020,7,BRONCO WINE COMPANY,333477,FOXHOLLOW CAB - 750ML,WINE,0.0,0.0,4.0
16252,2020,7,REPUBLIC NATIONAL DISTRIBUTING CO,333487,MATANZAS CREEK MER - 750ML,WINE,1.56,0.0,1.0
16253,2020,7,MONSIEUR TOUTON SELECTION,333500,CH LES MILLAUX MER - 750ML,WINE,0.0,0.0,1.0
16254,2020,7,TRI-VIN IMPORTS,333501,LAB PORTUGESE RED - 3L,WINE,6.57,13.0,32.0
16255,2020,7,LANTERNA DISTRIBUTORS INC,333512,GAGLIARDO VILLA M BRACHETTO 327135 - 750ML,WINE,0.0,0.0,1.0
16256,2020,7,DMV DISTRIBUTING LLC,333517,AMORE FRUTTI BLUE RASPBERRY MOSCATO - 750ML,WINE,0.0,0.0,2.0
16257,2020,7,RELIABLE CHURCHILL LLLP,333536,BLACK INK RED BLEND - 750ML,WINE,2.0,3.0,0.0
16258,2020,7,DIONYSOS IMPORTS INC,333541,TETRAMYTHOS RODITS NATURAL FERMENT - 750ML,WINE,0.0,0.0,1.0
16259,2020,7,DIAGEO NORTH AMERICA INC,333553,GODIVA WH CHOC LIQ - 50ML,LIQUOR,0.09,0.0,0.0
16260,2020,7,ELITE WINES IMPORTS,333583,BOEDECKER OREGON P/NOIR - 750ML,WINE,0.0,0.0,1.0
16261,2020,7,REPUBLIC NATIONAL DISTRIBUTING CO,333585,VERDI STRAW SPARKLETINI,BEER,0.0,0.0,1.0
16262,2020,7,PRESTIGE BEVERAGE GROUP OF MD LLC,333596,COCCHI VERM DI TORINO - 750ML,WINE,2.04,0.0,2.0
16263,2020,7,LANTERNA DISTRIBUTORS INC,333608,BARRIQUE P/NOIR - 750ML,WINE,0.0,0.0,1.0
16264,2020,7,"THE COUNTRY VINTNER, LLC DBA WINEBOW",333610,ZENATO ROSSO VERONESE ALANERA - 750ML,WINE,0.0,0.0,3.0
16265,2020,7,SOUTHERN GLAZERS WINE AND SPIRITS,333625,HAY MAKER S/BLC - 750ML,WINE,1.58,0.0,0.0
16266,2020,7,SOUTHERN GLAZERS WINE AND SPIRITS,333627,MUD HOUSE S/BLC - 750ML,WINE,0.16,0.0,0.0
16267,2020,7,REPUBLIC NATIONAL DISTRIBUTING CO,333629,YEALANDS S/BLC - 750ML,WINE,0.0,0.0,4.0
16268,2020,7,TRI-VIN IMPORTS,333642,CONFIDENCIAL RES RED - 750ML,WINE,24.69,20.0,25.0
16269,2020,7,ROYAL WINE CORP,333645,DON ALFONSO SAUV BLC - 750ML,WINE,0.08,0.0,0.0
16270,2020,7,BACCHUS IMPORTERS LTD,333666,BARR HILL TOM CAT GIN - 750ML,LIQUOR,1.87,3.0,0.0
16271,2020,7,MONSIEUR TOUTON SELECTION,333667,RIVAROSE PROV SPK ROSE - 750ML,WINE,0.0,0.0,1.0
16272,2020,7,BACCHUS IMPORTERS LTD,333668,BARR HILL VODKA - 750ML,LIQUOR,1.18,1.0,0.0
16273,2020,7,SOUTHERN GLAZERS WINE AND SPIRITS,333688,CASAMIGOS TEQUILA -ANEJO - 750ML,LIQUOR,57.86,49.0,9.0
16274,2020,7,BACCHUS IMPORTERS LTD,333745,LANDY VS COGNAC - 200ML,LIQUOR,0.08,0.0,0.0
16275,2020,7,SAWM IMPORTS LLC,333767,URBITARTE CIDER - 750ML,WINE,0.0,0.0,1.0
16276,2020,7,"THE COUNTRY VINTNER, LLC DBA WINEBOW",333775,PULENTA EST MALB - 750ML,WINE,0.0,1.0,0.0
16277,2020,7,THE WINE GROUP,333813,CHLOE P/NOIR - 750ML,WINE,0.97,0.0,3.0
16278,2020,7,RELIABLE CHURCHILL LLLP,33383,BELVEDERE VODKA - 1.75L,LIQUOR,47.25,37.0,0.0
16279,2020,7,DIONYSOS IMPORTS INC,333834,LAZARIDIS KING OF HEARTS RED - 750ML,WINE,0.0,0.0,2.0
16280,2020,7,"THE COUNTRY VINTNER, LLC DBA WINEBOW",333845,VINUM CELLARS CHARD - 750ML,WINE,0.0,0.0,1.0
16281,2020,7,PUNTO VINO LLC,333861,PAMPLEMOUSSE ROSE GRAPEFRUIT/PEACH - 750ML,WINE,0.16,0.0,2.0
16282,2020,7,REPUBLIC NATIONAL DISTRIBUTING CO,333877,COLUMBIA CREST H3 S/BLC - 750ML,WINE,0.0,0.0,2.0
16283,2020,7,REPUBLIC NATIONAL DISTRIBUTING CO,333878,MCKENZIES ORIGINAL HARD CIDER - 12OZ,BEER,0.0,0.0,2.0
16284,2020,7,"THE COUNTRY VINTNER, LLC DBA WINEBOW",333901,CARLOS SERRES VIURA TEMP BLANCO - 750ML,WINE,0.0,0.0,1.0
16285,2020,7,ROYAL WINE CORP,33391,B HERZOG ZIN - 750ML,WINE,0.08,2.0,2.0
16286,2020,7,OPICI FAMILY DISTRIBUTING OF MD,333918,RENWOOD ZIN - 750ML,WINE,0.0,0.0,1.0
16287,2020,7,"THE COUNTRY VINTNER, LLC DBA WINEBOW",333938,MOUNTAIN VIEW TABLE WH - 750ML,WINE,0.0,0.0,1.0
16288,2020,7,PRESTIGE BEVERAGE GROUP OF MD LLC,333950,ST URBANS HOF GOLDTROPFCHEN PIESP SPAT RIES - 750ML,WINE,0.0,0.0,1.0
16289,2020,7,SAN ANTONIO WINERY INC,333953,STELLA ROSA ROSSO - 750ML,WINE,19.25,22.0,36.0
16290,2020,7,"THE COUNTRY VINTNER, LLC DBA WINEBOW",333959,ROI DES PIERRES SANC ROSE - 750ML,WINE,0.0,0.0,3.0
16291,2020,7,ELITE WINES IMPORTS,333968,SALASAR CREMANT LIMOUX BRUT - 750ML,WINE,0.74,0.0,6.0
16292,2020,7,SOUTHERN GLAZERS WINE AND SPIRITS,333972,OYSTER BAY CHARD - 750ML,WINE,16.47,15.0,6.0
16293,2020,7,WINE BRIDGE IMPORTS INC,333973,NAI E SENORA ALBARINO - 750ML,WINE,0.0,0.0,1.0
16294,2020,7,ROBERT OATLEY VINEYARDS INC,333979,HONEY BADGER SW RED - 750ML,WINE,0.0,1.0,3.0
16295,2020,7,THE TRITON COLLECTION INC,333982,LIVE A LOT WILDLY WICKED WH - 3L,WINE,0.0,0.0,7.0
16296,2020,7,THE TRITON COLLECTION INC,333992,LIVE A LOT REALLY RAVISHING RED - 3L,WINE,1.75,0.0,1.0
16297,2020,7,NICHE IMPORTERS,333996,LENZ MOSER BLAUFRANKISCH - 1L,WINE,0.0,0.0,1.0
16298,2020,7,ROBERT OATLEY VINEYARDS INC,334045,BOSCHENDAL ROSE GARDEN ROSE - 750ML,WINE,1.86,2.0,0.0
16299,2020,7,ROYAL WINE CORP,33405,HERZOG LH WH RIES 12/CS - 375ML,WINE,0.0,0.0,1.0
16300,2020,7,LCF WINE COMPANY LLC,334059,SAND POINT S/BLC - 750ML,WINE,0.0,0.0,82.0
16301,2020,7,LCF WINE COMPANY LLC,334061,SAND POINT CAB - 750ML,WINE,0.0,0.0,11.0
16302,2020,7,LCF WINE COMPANY LLC,334063,SAND POINT CHARD - 750ML,WINE,0.0,0.0,11.0
16303,2020,7,BARON FRANCOIS LTD,334068,ANTECH BLANQUETTE DE LIMOUX BRUT NATURE - 750ML,WINE,0.0,0.0,1.0
16304,2020,7,REPUBLIC NATIONAL DISTRIBUTING CO,334093,THREE THIEVES P/NOIR - 750ML,WINE,0.0,0.0,4.0
16305,2020,7,SUTTER HOME WINERY INC,334096,THREE THIEVES CAB  - 750ML,WINE,0.0,0.0,1.0
16306,2020,7,REPUBLIC NATIONAL DISTRIBUTING CO,334112,MER SOLEIL SANTA LUCIA CHARD - 750ML,WINE,0.25,1.0,0.0
16307,2020,7,THE HESS COLLECTION,334127,HESS COLLECTION N/V CHARD  - 750ML,WINE,0.56,1.0,0.0
16308,2020,7,PRESTIGE BEVERAGE GROUP OF MD LLC,33413,DELOACH CAL CAB - 750ML,WINE,0.0,0.0,3.0
16309,2020,7,OSLO ENTERPRISE,334167,CH VIGNOL BORD ROSE 14 - 750ML,WINE,0.0,0.0,2.0
16310,2020,7,OSLO ENTERPRISE,334174,ANNE DE JOYEUSE CAMAS ROSE 14 - 750ML,WINE,0.0,0.0,1.0
16311,2020,7,OSLO ENTERPRISE,334176,MAISON DARRAGON VOUV 13 - 750ML,WINE,0.0,0.0,1.0
16312,2020,7,KOBRAND CORPORATION,334178,LUCANO AMARO - 750ML,LIQUOR,0.32,0.0,0.0
16313,2020,7,BANVILLE & JONES WINE MERCHANTS,334182,MOUTON NOIR O.P.P P/NOIR - 750ML,WINE,3.28,5.0,5.0
16314,2020,7,TRI-VIN IMPORTS,334184,MERINO OLD VINES RED 13 - 750ML,WINE,1.82,1.0,3.0
16315,2020,7,PERNOD RICARD USA LLC,334203,ABSOLUT LIME VODKA 1L,LIQUOR,0.41,0.0,0.0
16316,2020,7,REPUBLIC NATIONAL DISTRIBUTING CO,334239,DURANDIERE ROSE - 750ML,WINE,0.0,0.0,1.0
16317,2020,7,WILLIAM HARRISON IMPORTS,334261,TERRE D VALGRANDE PRIM - 750ML,WINE,0.84,0.0,0.0
16318,2020,7,SOUTHERN GLAZERS WINE AND SPIRITS,334353,OLE SMOKY BLKBRY MOONSHINE - 750ML,LIQUOR,7.45,7.0,0.0
16319,2020,7,DEUTSCH FAMILY WINE & SPIRITS,334373,LAYER CAKE S/BLC - 750ML,WINE,0.81,1.0,5.92
16320,2020,7,PUNTO VINO LLC,334383,GIUGGIOLO ROSSO TOSCANA - 750ML,WINE,0.0,0.0,2.0
16321,2020,7,E & J GALLO WINERY,334399,LOUIS MARTINI CAL CAB - 750ML,WINE,0.32,0.0,7.0
16322,2020,7,PUNTO VINO LLC,334466,NETZL GRUNER VELTLINER CARNUNTUM (WHITE LABEL) - 750ML,WINE,0.0,0.0,3.0
16323,2020,7,PUNTO VINO LLC,334470,LA CAPPUCCINA ROSE - 750ML,WINE,0.0,0.0,1.0
16324,2020,7,SOUTHERN GLAZERS WINE AND SPIRITS,334477,MICHEL TORINO D/D CAB RES - 750ML,WINE,0.34,0.0,0.0
16325,2020,7,SOUTHERN GLAZERS WINE AND SPIRITS,334530,EL SILENCIO ESPADIN MEZCAL - 750ML,LIQUOR,44.24,46.0,1.0
16326,2020,7,"THE COUNTRY VINTNER, LLC DBA WINEBOW",334539,HENDRY CHARD RANCH UNOAK - 750ML,WINE,0.16,0.0,0.0
16327,2020,7,"THE COUNTRY VINTNER, LLC DBA WINEBOW",334541,MERLIN-CHERRIER SANCERRE - 750ML,WINE,0.0,0.0,2.0
16328,2020,7,PWSWN INC,334593,CHEF GEOFF'S DAILY CHARD - 750ML,WINE,0.0,0.0,2.0
16329,2020,7,PWSWN INC,334595,CHEF GEOFF'S DAILY CAB - 750ML,WINE,0.0,0.0,8.0
16330,2020,7,LANTERNA DISTRIBUTORS INC,334607,CH DE MARJOLET CDR ROUGE - 750ML,WINE,0.0,0.0,1.0
16331,2020,7,LANTERNA DISTRIBUTORS INC,334609,CEDRICK BARDIN POU/FUME - 750ML,WINE,0.0,0.0,1.0
16332,2020,7,SOUTHERN GLAZERS WINE AND SPIRITS,33464,PATRON TEQUILA - SILVER - 750ML,LIQUOR,211.82,208.0,45.0
16333,2020,7,MONSIEUR TOUTON SELECTION,334666,MAPRECO VIN VERDE ROSE - 750ML,WINE,0.0,0.0,2.0
16334,2020,7,LUNEAU USA INC,334688,CH LA GRAVIERE RED BORD - 750ML,WINE,0.0,0.0,5.0
16335,2020,7,LUNEAU USA INC,334690,CH GRAVIERE ENT-D-MER - 750ML,WINE,0.0,0.0,2.0
16336,2020,7,SOUTHERN GLAZERS WINE AND SPIRITS,334695,HOUSE S/BLC - 3L BOX,WINE,0.0,0.0,3.0
16337,2020,7,SOUTHERN GLAZERS WINE AND SPIRITS,334697,HOUSE MALB - 3L BOX,WINE,0.0,0.0,6.0
16338,2020,7,REPUBLIC NATIONAL DISTRIBUTING CO,334728,RUFFINO PROSECCO - 375ML,WINE,0.0,0.0,2.0
16339,2020,7,REPUBLIC NATIONAL DISTRIBUTING CO,334740,PENNER ASH WILLIAMETTE P/NOIR - 750ML,WINE,0.0,0.0,1.0
16340,2020,7,FREE RUN WINE MERCHANTS LLC,334748,FIELD REC. FICTION RED 13 - 750ML,WINE,0.0,0.0,1.0
16341,2020,7,SOUTHERN GLAZERS WINE AND SPIRITS,334750,CAVICCHIOLI 1928 PROSECCO - 750ML,WINE,3.42,4.0,8.0
16342,2020,7,TENTH HARVEST LLC,334772,POLVANERA FIANO MINUTOLO 13 - 750ML,WINE,0.08,0.0,0.0
16343,2020,7,TRI-VIN IMPORTS,334793,AXEL DES VINES BORD ROSE 13 - 750ML,WINE,0.0,0.0,1.0
16344,2020,7,MONSIEUR TOUTON SELECTION,334799,SIMONNET FEBVRE SAU DE ST BRIS - 750ML,WINE,0.0,0.0,1.0
16345,2020,7,STOLI GROUP (USA) LLC,33480,STOLICHNAYA VODKA - ORANGE - 1L,LIQUOR,11.15,6.0,7.0
16346,2020,7,MONSIEUR TOUTON SELECTION,334810,CANTINA GABRIELE MOSCATO KOS - 375ML,WINE,0.0,0.0,1.0
16347,2020,7,"THE COUNTRY VINTNER, LLC DBA WINEBOW",334817,SEA PEARL S/BLC - 750ML,WINE,1.16,1.0,34.0
16348,2020,7,BARON FRANCOIS LTD,334824,CH DE MONTGUERET ROSE D'ANJOU - 750ML,WINE,0.16,0.0,0.0
16349,2020,7,RELIABLE CHURCHILL LLLP,334870,PARK COGNAC XO - 750ML,LIQUOR,0.34,0.0,0.0
16350,2020,7,RELIABLE CHURCHILL LLLP,334873,PARK COGNAC BORDERIES - 750ML,LIQUOR,0.17,0.0,0.0
16351,2020,7,RELIABLE CHURCHILL LLLP,334913,PARK COGNAC VSOP - 750ML,LIQUOR,1.02,0.0,0.0
16352,2020,7,LEGENDS LTD,334953,TRIPLE 8 BLUEBRY VODKA - 750ML,LIQUOR,0.0,0.0,4.0
16353,2020,7,MONSIEUR TOUTON SELECTION,334957,LAVENDETTE ROSE DE PROV - 750ML,WINE,2.21,3.0,7.0
16354,2020,7,DIONYSOS IMPORTS INC,334959,PETIT BALTHAZAR VIOG-S/BLC 14 - 750ML,WINE,0.0,0.0,6.0
16355,2020,7,FREE RUN WINE MERCHANTS LLC,334972,LA GALOPE S/BLC 14 - 750ML,WINE,0.0,0.0,6.0
16356,2020,7,FREE RUN WINE MERCHANTS LLC,334978,FOSSIL POINT CHARD 12 - 750ML,WINE,0.0,0.0,3.0
16357,2020,7,FREE RUN WINE MERCHANTS LLC,334981,LA GALOPE ROSE 14 - 750ML,WINE,0.0,0.0,6.0
16358,2020,7,ELITE WINES IMPORTS,335003,BESO DE RECHENNA CAVA - 750ML,WINE,0.0,0.0,8.0
16359,2020,7,BARON FRANCOIS LTD,335007,CH DE LA DEIDIERE ROSE - 750ML,WINE,1.06,2.0,1.0
16360,2020,7,REPUBLIC NATIONAL DISTRIBUTING CO,335022,K JACKSON GR RES P/NOIR - 750ML,WINE,0.25,0.0,0.0
16361,2020,7,DELICATO FAMILY VINEYARDS,335028,GNARLY HEAD AUTHENTIC BLK - 750ML,WINE,11.58,14.0,4.0
16362,2020,7,PRESTIGE WINE IMPORTS,335085,STEMMARI ROSE,WINE,0.0,0.0,4.0
16363,2020,7,TREASURY WINE ESTATES AMERICAS COMPANY,335118,ST CLEMENT CAB - 750ML,WINE,0.0,0.0,1.0
16364,2020,7,FLAVOR SEEKERS LLC,335164,MANGRIA WH PEACH PEAR WINE COCKTAIL - 750ML,WINE,0.08,0.0,0.0
16365,2020,7,PRESTIGE BEVERAGE GROUP OF MD LLC,335232,BRECA GARNACHA DEL FUEGO ROSE - 750ML,WINE,0.0,0.0,5.0
16366,2020,7,SAWM IMPORTS LLC,335236,CAN XA BRUT CAVA - 750ML,WINE,0.99,0.0,2.0
16367,2020,7,REPUBLIC NATIONAL DISTRIBUTING CO,335253,WILLAKENZIE P/GRIS - 750ML,WINE,0.16,0.0,3.0
16368,2020,7,SAN ANTONIO WINERY INC,335260,STELLA ROSA BLK - 750ML,WINE,31.55,36.0,50.0
16369,2020,7,BACCHUS IMPORTERS LTD,335273,CANARD DUCHENE BRUT AUTH - 750ML,WINE,1.01,2.0,0.0
16370,2020,7,CONSTELLATION BRANDS,335274,REX GOLIATH CAB - 1.5L,WINE,0.83,0.0,0.0
16371,2020,7,"THE COUNTRY VINTNER, LLC DBA WINEBOW",335285,SATELLITE S/BLC - 750ML,WINE,0.0,0.0,13.0
16372,2020,7,"THE COUNTRY VINTNER, LLC DBA WINEBOW",335298,PICO MACCARIO LAVIG BARB - 750ML,WINE,0.0,0.0,1.0
16373,2020,7,CONSTANTINE WINES INC,335302,IDIART BL/BL BRUT - 750ML,WINE,0.08,0.0,0.0
16374,2020,7,LANTERNA DISTRIBUTORS INC,335311,NOVECENTO EXTRA BRUT - 750ML,WINE,0.0,0.0,1.0
16375,2020,7,MONSIEUR TOUTON SELECTION,335330,RUBY RED - 750ML,WINE,33.7,33.0,53.0
16376,2020,7,MOET HENNESSY USA,335355,HENNESSY VSOP 24/CS - 375ML,LIQUOR,5.61,3.0,0.0
16377,2020,7,HUB WINE CORPORATION,335356,90+ CELLARS LOT 50 PROSECCO - 750ML,WINE,0.0,0.0,8.0
16378,2020,7,REMY COINTREAU USA,335363,REMY MARTIN 1738 12/CS - 375ML,LIQUOR,4.16,1.0,1.0
16379,2020,7,HUB WINE CORPORATION,335369,90+ CELLARS LOT 42 P/GRIG 14 - 750ML,WINE,0.0,0.0,2.0
16380,2020,7,HUB WINE CORPORATION,335372,90+ CELLARS LOT 2 S/BLC 14 - 750ML,WINE,0.0,0.0,12.0
16381,2020,7,GRAPES OF SPAIN INC,335381,ELIAS MORA DESCARTE 12 - 750ML,WINE,0.0,0.0,0.0
16382,2020,7,REPUBLIC NATIONAL DISTRIBUTING CO,335385,ROSCATO ROSE - 750ML,WINE,7.04,4.0,9.0
16383,2020,7,MONSIEUR TOUTON SELECTION,335409,GRAFFETTA GRILLO - 750ML,WINE,0.0,0.0,1.0
16384,2020,7,HUB WINE CORPORATION,335418,90+ CELLARS LOT 53 CAB 14 - 750ML,WINE,0.0,0.0,1.0
16385,2020,7,CONSTANTINE WINES INC,33545,FREY NATURAL WH - 750ML,WINE,0.16,1.0,0.0
16386,2020,7,A I G WINE & SPIRITS,335452,LES FONTANELLES P/NOIR - 750ML,WINE,0.0,0.0,1.0
16387,2020,7,LANTERNA DISTRIBUTORS INC,335456,CASALINI P/GRIG - 750ML,WINE,0.0,0.0,1.0
16388,2020,7,MONSIEUR TOUTON SELECTION,335461,LOUIS LATOUR CHASS MONT RED - 750ML,WINE,0.0,0.0,1.0
16389,2020,7,LANTERNA DISTRIBUTORS INC,335471,L'OLIVETO ROSE - 750ML,WINE,0.0,0.0,3.0
16390,2020,7,PWSWN INC,335475,BRYN MAWR WILLAMETTE P/NOIR - 750ML,WINE,0.0,0.0,1.0
16391,2020,7,LUNEAU USA INC,335486,ROGER D'ANOIA CAVA BRUT - 750ML,WINE,1.31,1.0,15.0
